objectid,roadsegid,iamfloc,rd20full,xstrt1,xstrt2,llowaddr,lhighaddr,rlowaddr,rhighaddr,zip,pwidth,pav_length,paveclass,funclass,cpname,pci23,pci23_d,road_norm,c1,c2,seg_key,adt_recent,adt_date,adt_mean,n_counts,seg_miles,vmt_day_recent
26110,931800.0,SS-027221-PV1,UNIVERSITY AV,54TH ST,CHOLLAS PY,5400.0,5748.0,5401.0,5749.0,92105.0,70.0,1916.1657,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: Eastern Area,19.22,Serious,UNIVERSITY AVE,54TH ST,CHOLLAS PY,UNIVERSITY AVE|54TH ST|CHOLLAS PY,22967.0,2022-04-14,22646.2,5.0,0.36291017045454543,8334.957884829544
246,915372.0,SS-009508-PV1,DUENDA RD,CORAZON PL,LUZ PL,11400.0,11458.0,11401.0,11459.0,92127.0,40.0,413.1016,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Rancho Bernardo,56.41,Fair,DUENDA RD,CORAZON PL,LUZ PL,DUENDA RD|CORAZON PL|LUZ PL,4256.0,2017-02-28,4092.6,5.0,0.0782389393939394,332.9849260606061
27777,914169.0,SS-016316-PV1,LEON AV,SATURN BL,HOLLISTER ST,1900.0,2298.0,1901.0,2299.0,92154.0,20.0,2683.1577,AC Unimproved,RES RESIDENTIAL LOCAL STREET,Otay Mesa-Nestor,66.0,Fair,LEON AVE,SATURN BL,HOLLISTER ST,LEON AVE|HOLLISTER ST|SATURN BL,5963.0,2014-07-08,5947.666666666667,3.0,0.5081738068181818,3030.2404100568183
24548,913195.0,SS-014631-PV1,JEWELL ST,HORNBLEND ST,GARNET AV,4450.0,4498.0,4451.0,4499.0,92109.0,40.0,342.2191,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,98.5,Good,JEWELL ST,HORNBLEND ST,GARNET AVE,JEWELL ST|GARNET AVE|HORNBLEND ST,5813.0,2016-07-14,5858.25,8.0,0.06481422348484848,376.76508111742424
19729,919241.0,SS-001437-PV1,61ST ST,NANCITA CT,IMPERIAL AV,300.0,498.0,301.0,499.0,92114.0,40.0,916.2048,PCC Jointed Concrete,CL 2 LANE SUB-COLLECTOR,Encanto Neighborhoods,82.5,Satisfactory,61ST ST,NANCITA CT,IMPERIAL AVE,61ST ST|IMPERIAL AVE|NANCITA CT,5556.0,2022-01-19,5198.5,6.0,0.17352363636363635,964.0973236363636
21023,920298.0,SS-021148-PV1,PARADISE VALLEY RD,BRIARWOOD RD,PARKWOOD DR,7300.0,7398.0,7301.0,7399.0,92139.0,32.0,1273.6205,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Skyline-Paradise Hills,65.32,Fair,PARADISE VALLEY RD,BRIARWOOD RD,PARKWOOD DR,PARADISE VALLEY RD|BRIARWOOD RD|PARKWOOD DR,16262.0,2013-05-16,16338.5,2.0,0.24121600378787877,3922.654653598485
4002,904620.0,SS-028081-PV1,VISTA SORRENTO PY,OCEAN BLUFF AV,CARMEL MTN RD,11100.0,11398.0,11101.0,11399.0,92130.0,96.0,1213.4884,AC Improved,CL 2 LANE COLLECTOR,Torrey Hills,78.11,Satisfactory,VISTA SORRENTO PY,OCEAN BLUFF AVE,CARMEL MTN RD,VISTA SORRENTO PY|CARMEL MTN RD|OCEAN BLUFF AVE,17188.0,2013-02-21,17188.0,1.0,0.22982734848484848,3950.272465757576
5258,925146.0,SS-017017-PV1,LUSK BL,MIRA MESA BL,MOREHOUSE DR,5900.0,6098.0,5901.0,6099.0,92121.0,78.0,812.0053,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,59.96,Fair,LUSK BL,MIRA MESA BL,MOREHOUSE DR,LUSK BL|MIRA MESA BL|MOREHOUSE DR,11183.0,2015-08-26,11693.4,5.0,0.15378888257575757,1719.821073844697
11868,909638.0,SS-017182-PV1,MADRA AV,NORMAN LN,LINDA LN,5930.0,5968.0,5931.0,5969.0,92120.0,40.0,700.9902,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,78.37,Satisfactory,MADRA AVE,NORMAN LN,LINDA LN,MADRA AVE|LINDA LN|NORMAN LN,3272.0,2018-05-16,5370.75,4.0,0.13276329545454546,434.40150272727277
26447,913926.0,SS-027264-PV1,UPAS ST,31ST ST,HERMAN AV,3100.0,3148.0,3101.0,3149.0,92104.0,24.0,330.0151,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,79.24,Satisfactory,UPAS ST,31ST ST,HERMAN AVE,UPAS ST|31ST ST|HERMAN AVE,3069.0,2021-03-18,4439.5,6.0,0.06250285984848485,191.821276875
18136,918405.0,SS-002036-PV1,ALBION ST,JENNINGS ST,JOHN ST,850.0,898.0,851.0,899.0,92106.0,40.0,336.0829,AC Improved,RES RESIDENTIAL LOCAL STREET,Peninsula,78.43,Satisfactory,ALBION ST,JENNINGS ST,JOHN ST,ALBION ST|JENNINGS ST|JOHN ST,2080.0,2005-06-23,2080.0,1.0,0.06365206439393939,132.39629393939393
24700,913312.0,SS-020877-PV1,PACIFIC BEACH DR,RIVIERA DR,HAINES ST,1450.0,1498.0,1451.0,1499.0,92109.0,40.0,280.3751,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,64.87,Fair,PACIFIC BEACH DR,RIVIERA DR,HAINES ST,PACIFIC BEACH DR|HAINES ST|RIVIERA DR,4214.0,2014-08-21,4477.0,2.0,0.05310134469696969,223.76906655303029
13620,910146.0,SS-000653-PV1,30TH ST,MONROE AV,MADISON AV,4500.0,4598.0,4501.0,4599.0,92116.0,52.0,680.0,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,73.31,Satisfactory,30TH ST,MONROE AVE,MADISON AVE,30TH ST|MADISON AVE|MONROE AVE,6157.0,2021-05-12,7046.75,4.0,0.12878787878787878,792.9469696969696
1029,916082.0,SS-025651-PV1,STONEY PEAK DR,CARMEL MTN RD,WORLD TRADE DR,11700.0,11798.0,11701.0,11799.0,92128.0,64.0,682.6688,AC Improved,CL 2 LANE SUB-COLLECTOR,Carmel Mountain Ranch,9.39,Failed,STONEY PEAK DR,CARMEL MTN RD,WORLD TRADE DR,STONEY PEAK DR|CARMEL MTN RD|WORLD TRADE DR,8228.0,2022-02-23,7930.166666666667,6.0,0.12929333333333334,1063.8255466666667
9154,925753.0,SS-001844-PV1,AERO DR,AERO CT,AFTON RD,8200.0,8498.0,8201.0,8499.0,92123.0,92.0,1254.0,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Kearny Mesa,45.95,Poor,AERO DR,AERO CT,AFTON RD,AERO DR|AERO CT|AFTON RD,27797.0,2016-09-07,27939.0,4.0,0.2375,6601.787499999999
26103,931795.0,SS-028754-PV1,WIGHTMAN ST,42ND ST,VAN DYKE AV,4200.0,4248.0,4201.0,4249.0,92105.0,52.0,377.0661,AC Improved,CL 2 LANE COLLECTOR,Mid-City: City Heights,69.5,Fair,WIGHTMAN ST,42ND ST,VAN DYKE AVE,WIGHTMAN ST|42ND ST|VAN DYKE AVE,5080.0,2010-06-17,5080.0,1.0,0.07141403409090909,362.7832931818182
1464,923163.0,SS-027009-PV1,TWIN TRAILS DR,KNAUL CT,CARMEL MTN RD,8801.0,8839.0,8800.0,8838.0,92129.0,40.0,382.414,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Rancho Penasquitos,86.51,Good,TWIN TRAILS DR,KNAUL CT,CARMEL MTN RD,TWIN TRAILS DR|CARMEL MTN RD|KNAUL CT,1717.0,2013-04-18,1951.0,2.0,0.07242689393939394,124.3569768939394
21702,920925.0,SS-023060-PV1,REO DR,BANBURY ST,REO PL,2701.0,2789.0,2700.0,2788.0,92139.0,64.0,251.641,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Skyline-Paradise Hills,80.83,Satisfactory,REO DR,BANBURY ST,REO PL,REO DR|BANBURY ST|REO PL,11632.0,2014-09-23,11701.0,2.0,0.0476592803030303,554.3727484848484
32716,167584.0,SS-032730-PV1,FRANKLIN RIDGE RD,CIVITA BL,VIA ALTA,0.0,0.0,0.0,0.0,92108.0,36.0,2090.61601357,AC Improved,,Mission Valley,94.72,Good,FRANKLIN RIDGE RD,CIVITA BL,VIA ALTA,FRANKLIN RIDGE RD|CIVITA BL|VIA ALTA,517.0,2018-12-13,517.0,1.0,0.3959500025700758,204.7061513287292
19202,930281.0,SS-004700-PV1,BOUNDARY ST,MARKET ST,F ST,600.0,798.0,601.0,799.0,92102.0,40.0,736.1283,AC Improved,CL 2 LANE SUB-COLLECTOR,Southeastern San Diego,78.93,Satisfactory,BOUNDARY ST,MARKET ST,F ST,BOUNDARY ST|F ST|MARKET ST,2254.0,2022-01-19,2225.0,6.0,0.13941823863636363,314.2487098863636
6103,905347.0,SS-025743-PV1,STRESEMANN ST,PENNANT WY,GOBAT AV,5800.0,5898.0,5801.0,5899.0,92122.0,40.0,494.7625,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,University,75.96,Satisfactory,STRESEMANN ST,PENNANT WY,GOBAT AVE,STRESEMANN ST|GOBAT AVE|PENNANT WY,3935.0,2014-11-18,3321.6666666666665,3.0,0.09370501893939394,368.72924952651516
19753,919254.0,SS-014035-PV1,IMPERIAL AV,31ST ST,32ND ST,3100.0,3198.0,3101.0,3199.0,92113.0,52.0,666.0007,AC Improved,CL 2 LANE COLLECTOR,Southeastern San Diego,64.9,Fair,IMPERIAL AVE,31ST ST,32ND ST,IMPERIAL AVE|31ST ST|32ND ST,6519.0,2020-01-21,6589.333333333333,6.0,0.12613649621212122,822.2838188068182
374,915521.0,SS-004074-PV1,BERNARDO OAKS DR,BERNARDO OAKS CT,FRANCISCO DR,17400.0,17498.0,17401.0,17499.0,92128.0,36.0,606.4867,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Rancho Bernardo,32.15,Very Poor,BERNARDO OAKS DR,BERNARDO OAKS CT,FRANCISCO DR,BERNARDO OAKS DR|BERNARDO OAKS CT|FRANCISCO DR,1619.0,2014-04-16,1467.0,2.0,0.11486490530303031,185.96628168560608
26452,913930.0,SS-027268-PV1,UPAS ST,BANCROFT ST,33RD ST,3250.0,3298.0,3251.0,3299.0,92104.0,24.0,328.4098,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,69.84,Fair,UPAS ST,BANCROFT ST,33RD ST,UPAS ST|33RD ST|BANCROFT ST,2630.0,2010-06-22,2630.0,1.0,0.06219882575757576,163.58291174242424
4161,924455.0,SS-019805-PV1,NEW SALEM ST,NEW SALEM CT,MONTONGO ST,7870.0,7898.0,7871.0,7899.0,92126.0,40.0,268.0166,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mira Mesa,88.87,Good,NEW SALEM ST,NEW SALEM CT,MONTONGO ST,NEW SALEM ST|MONTONGO ST|NEW SALEM CT,5707.0,2021-11-10,5325.75,4.0,0.05076071969696969,289.69142731060606
25963,921310.0,SS-006086-PV1,CAMULOS ST,MONTALVO ST,MENTONE ST,2600.0,2698.0,2601.0,2699.0,92107.0,40.0,323.5999,AC Improved,RES RESIDENTIAL LOCAL STREET,Peninsula,48.39,Poor,CAMULOS ST,MONTALVO ST,MENTONE ST,CAMULOS ST|MENTONE ST|MONTALVO ST,1526.0,2022-06-28,1709.5,2.0,0.061287859848484845,93.52527412878787
25975,931741.0,SS-028290-PV1,WASHINGTON PL,RANDOLPH ST,PORTOLA PL,1501.0,1799.0,1500.0,1798.0,92103.0,30.0,835.0118,AC Improved,CL 2 LANE SUB-COLLECTOR,Uptown,72.24,Satisfactory,WASHINGTON PL,RANDOLPH ST,PORTOLA PL,WASHINGTON PL|PORTOLA PL|RANDOLPH ST,1775.0,2010-12-09,1775.0,1.0,0.15814617424242425,280.70945928030307
3456,924071.0,SS-030153-PV1,BOOTES ST,CENTAURUS WY,ARCTURUS WY,11230.0,11278.0,11231.0,11279.0,92126.0,40.0,515.0596,AC Improved,CL 2 LANE SUB-COLLECTOR,Mira Mesa,66.46,Fair,BOOTES ST,CENTAURUS WY,ARCTURUS WY,BOOTES ST|ARCTURUS WY|CENTAURUS WY,5209.0,2014-04-24,5254.5,2.0,0.09754916666666667,508.1336091666667
5417,925265.0,SS-009808-PV1,EASTGATE ML,EASTGATE CT,AUTOPORT ML,5480.0,5598.0,5481.0,5599.0,92121.0,50.0,1216.4838,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,University,49.44,Poor,EASTGATE ML,EASTGATE CT,AUTOPORT ML,EASTGATE ML|AUTOPORT ML|EASTGATE CT,14951.0,2019-12-03,15062.0,5.0,0.2303946590909091,3444.6305480681817
22260,911618.0,SS-004177-PV1,BEYER BL,CAULFIELD DR,CORONADO (SB) AV,2700.0,2798.0,2701.0,2799.0,92154.0,72.0,1034.0838,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,72.38,Satisfactory,BEYER BL,CAULFIELD DR,CORONADO AVE,BEYER BL|CAULFIELD DR|CORONADO AVE,11635.0,2015-12-22,11816.2,5.0,0.19584920454545457,2278.705494886364
9173,907908.0,SS-004127-PV1,BERYL ST,DONALDSON DR,SOLEDAD MTN RD,2250.0,2298.0,2251.0,2299.0,92109.0,22.0,496.0,PCC Jointed Concrete,CL 2 LANE SUB-COLLECTOR,Pacific Beach,29.15,Very Poor,BERYL ST,DONALDSON DR,SOLEDAD MTN RD,BERYL ST|DONALDSON DR|SOLEDAD MTN RD,21051.0,2014-04-22,22461.5,4.0,0.09393939393939393,1977.5181818181818
15047,928683.0,SS-013864-PV1,HUGHES ST,DEMUS ST,GAYLE ST,6160.0,6198.0,6161.0,6199.0,92115.0,40.0,215.5862,AC Improved,CL 2 LANE SUB-COLLECTOR,Mid-City: Eastern Area,62.67,Fair,HUGHES ST,DEMUS ST,GAYLE ST,HUGHES ST|DEMUS ST|GAYLE ST,1025.0,2021-12-08,1638.4,5.0,0.0408307196969697,41.85148768939394
17787,918266.0,SS-024494-PV1,SCOTT ST,DICKENS ST,EMERSON ST,1300.0,1348.0,1301.0,1349.0,92106.0,52.0,272.0293,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Peninsula,87.11,Good,SCOTT ST,DICKENS ST,EMERSON ST,SCOTT ST|DICKENS ST|EMERSON ST,14261.0,2016-06-30,13632.75,8.0,0.051520700757575755,734.7367135037879
25711,931626.0,SS-010053-PV1,EL CAJON BL,43RD ST,FAIRMOUNT AV,4300.0,4348.0,4301.0,4349.0,92105.0,75.0,330.0393,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: City Heights,70.04,Satisfactory,EL CAJON BL,43RD ST,FAIRMOUNT AVE,EL CAJON BL|43RD ST|FAIRMOUNT AVE,26459.0,2022-07-28,29218.571428571428,7.0,0.06250744318181818,1653.8844391477273
27746,914144.0,SS-004188-PV1,BEYER BL,CORONADO (SB) AV,DEL SOL BL,2800.0,2998.0,2801.0,2999.0,92154.0,72.0,1257.247,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Otay Mesa-Nestor,31.25,Very Poor,BEYER BL,CORONADO AVE,DEL SOL BL,BEYER BL|CORONADO AVE|DEL SOL BL,17686.0,2018-01-23,9699.8,5.0,0.23811496212121214,4211.301220075758
19532,919103.0,SS-014011-PV1,IMPERIAL AV,LINNET ST,60TH ST,5910.0,5998.0,5911.0,5999.0,92114.0,66.0,854.053,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Encanto Neighborhoods,70.78,Satisfactory,IMPERIAL AVE,LINNET ST,60TH ST,IMPERIAL AVE|60TH ST|LINNET ST,19189.0,2017-01-11,17562.0,4.0,0.1617524621212121,3103.867995643939
13969,910222.0,SS-010008-PV1,EL CAJON BL,30TH ST,OHIO ST,3000.0,3048.0,3001.0,3049.0,92104.0,75.0,379.0,AC Improved,MJ SIX LANE URBAN MAJOR,North Park,39.3,Very Poor,EL CAJON BL,30TH ST,OHIO ST,EL CAJON BL|30TH ST|OHIO ST,34962.0,2015-04-08,37255.666666666664,3.0,0.07178030303030303,2509.5829545454544
10073,908603.0,SS-008137-PV1,COWLES MTN BL,COWLES MTN CT,NAVAJO RD,6550.0,6598.0,6551.0,6599.0,92119.0,40.0,512.5415,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Navajo,71.24,Satisfactory,COWLES MTN BL,COWLES MTN CT,NAVAJO RD,COWLES MTN BL|COWLES MTN CT|NAVAJO RD,4201.0,2013-05-02,4030.3333333333335,3.0,0.0970722537878788,407.80053816287887
9534,908197.0,SS-025186-PV1,SOLEDAD MTN RD,FELSPAR ST,BERYL WY,4630.0,4798.0,4631.0,4799.0,92109.0,82.0,1170.2435,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Pacific Beach,79.98,Satisfactory,SOLEDAD MTN RD,FELSPAR ST,BERYL WY,SOLEDAD MTN RD|BERYL WY|FELSPAR ST,26248.0,2013-10-24,25804.0,2.0,0.22163702651515152,5817.528671969697
24517,931101.0,SS-016511-PV1,LINDA VISTA RD,MESA COLLEGE DR,MARKHAM ST,7600.0,7628.0,7601.0,7629.0,92111.0,82.0,613.5797,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Linda Vista,52.93,Poor,LINDA VISTA RD,MESA COLLEGE DR,MARKHAM ST,LINDA VISTA RD|MARKHAM ST|MESA COLLEGE DR,21610.0,2015-10-28,18295.2,5.0,0.11620827651515152,2511.2608554924245
25723,913785.0,SS-027296-PV1,UTAH ST,HOWARD AV,EL CAJON BL,4200.0,4298.0,4201.0,4299.0,92104.0,52.0,451.0045,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,North Park,42.35,Poor,UTAH ST,HOWARD AVE,EL CAJON BL,UTAH ST|EL CAJON BL|HOWARD AVE,2542.0,2021-04-06,3279.8333333333335,6.0,0.08541751893939394,217.13133314393937
2549,904420.0,SS-029094-PV1,WORSCH DR,PORTILLA PL,WORSCH WY,12420.0,12458.0,12421.0,12459.0,92130.0,40.0,327.9906,AC Improved,CL 2 LANE SUB-COLLECTOR,Carmel Valley,80.31,Satisfactory,WORSCH DR,PORTILLA PL,WORSCH WY,WORSCH DR|PORTILLA PL|WORSCH WY,1431.0,2017-04-27,1431.0,1.0,0.06211943181818181,88.89290693181817
8983,925736.0,SS-007870-PV1,CONVOY ST,AERO DR,KEARNY MESA RD,3700.0,3798.0,3701.0,3799.0,92111.0,34.0,903.5316,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Kearny Mesa,35.98,Very Poor,CONVOY ST,AERO DR,KEARNY MESA RD,CONVOY ST|AERO DR|KEARNY MESA RD,23814.0,2014-01-09,26897.0,2.0,0.1711234090909091,4075.132864090909
7022,906189.0,SS-007287-PV1,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,7100.0,7398.0,7101.0,7399.0,92111.0,102.0,1417.0033,AC Improved,MJ SIX LANE URBAN MAJOR,Kearny Mesa,16.04,Serious,CLAIREMONT MESA BL,SHAWLINE ST,RUFFNER ST,CLAIREMONT MESA BL|RUFFNER ST|SHAWLINE ST,30778.0,2015-05-07,31135.666666666668,3.0,0.26837183712121215,8259.948402916667
18573,918552.0,SS-014479-PV1,JAMACHA RD,CAR ST,CARDIFF ST,8400.0,8498.0,8401.0,8499.0,92114.0,40.0,568.1305,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Skyline-Paradise Hills,45.06,Poor,JAMACHA RD,CAR ST,CARDIFF ST,JAMACHA RD|CAR ST|CARDIFF ST,5667.0,2021-12-08,5667.0,1.0,0.10760047348484848,609.7718832386364
18625,930023.0,SS-004936-PV1,BROADWAY,13TH ST,14TH ST,1300.0,1398.0,1301.0,1399.0,92101.0,52.0,278.0019,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Greater Golden Hill,30.77,Very Poor,BROADWAY,13TH ST,14TH ST,BROADWAY|13TH ST|14TH ST,9303.0,2016-08-10,9303.0,1.0,0.052651874999999994,489.82039312499995
24059,912842.0,SS-019478-PV1,MUIRLANDS VISTA WY,MUIRLANDS DR,NAUTILUS ST,800.0,1398.0,801.0,1399.0,92037.0,36.0,3445.4432,AC Improved,RES RESIDENTIAL LOCAL STREET,La Jolla,23.65,Serious,MUIRLANDS VISTA WY,MUIRLANDS DR,NAUTILUS ST,MUIRLANDS VISTA WY|MUIRLANDS DR|NAUTILUS ST,1146.0,2014-03-12,1133.0,2.0,0.6525460606060607,747.8177854545455
25343,913623.0,SS-001762-PV1,ADAMS AV,MISSISSIPPI ST,LOUISIANA ST,2200.0,2298.0,2201.0,2299.0,92116.0,52.0,387.0,AC Improved,CL 2 LANE COLLECTOR,North Park,78.78,Satisfactory,ADAMS AVE,MISSISSIPPI ST,LOUISIANA ST,ADAMS AVE|LOUISIANA ST|MISSISSIPPI ST,5252.0,2021-06-01,6438.0,5.0,0.07329545454545454,384.94772727272726
24035,930966.0,SS-006263-PV1,CARDENO DR,VIA NINA,VIA CABRERA,6270.0,6468.0,6271.0,6469.0,92037.0,40.0,1488.0,AC Improved,CL 2 LANE SUB-COLLECTOR,La Jolla,62.52,Fair,CARDENO DR,VIA NINA,VIA CABRERA,CARDENO DR|VIA CABRERA|VIA NINA,5361.0,2014-03-25,5498.0,2.0,0.2818181818181818,1510.8272727272727
5284,925166.0,SS-004358-PV1,BLACK MTN RD,MIRAMAR RD,ACTIVITY RD,9400.0,9568.0,9401.0,9569.0,92126.0,78.0,1183.0062,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mira Mesa,83.59,Satisfactory,BLACK MTN RD,MIRAMAR RD,ACTIVITY RD,BLACK MTN RD|ACTIVITY RD|MIRAMAR RD,12598.0,2014-03-18,12951.5,2.0,0.22405420454545455,2822.6348688636363
19140,930266.0,SS-000361-PV1,13TH ST,MARKET ST,G ST,600.0,698.0,601.0,699.0,92101.0,52.0,391.0114,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,74.83,Satisfactory,13TH ST,MARKET ST,G ST,13TH ST|G ST|MARKET ST,2397.0,2022-07-26,2397.0,1.0,0.07405518939393939,177.51028897727272
28572,932481.0,SS-031363-PV1,WIGHTMAN ST,40TH ST,CENTRAL AV,4000.0,4048.0,4001.0,4049.0,92105.0,30.0,380.0676,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Mid-City: City Heights,78.01,Satisfactory,WIGHTMAN ST,40TH ST,CENTRAL AVE,WIGHTMAN ST|40TH ST|CENTRAL AVE,8606.0,2022-04-20,8689.75,4.0,0.0719825,619.481395
19152,930277.0,SS-000432-PV1,17TH ST,MARKET ST,G ST,600.0,698.0,601.0,699.0,92101.0,52.0,400.0311,AC Improved,CL 2 LANE SUB-COLLECTOR,Greater Golden Hill,44.95,Poor,17TH ST,MARKET ST,G ST,17TH ST|G ST|MARKET ST,3702.0,2017-07-27,3702.0,1.0,0.0757634659090909,280.4763507954545
26060,931778.0,SS-001315-PV1,54TH ST,LEA ST,UNIVERSITY AV,3720.0,3998.0,3721.0,3999.0,92105.0,36.0,1058.31,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Mid-City: City Heights,54.84,Poor,54TH ST,LEA ST,UNIVERSITY AVE,54TH ST|LEA ST|UNIVERSITY AVE,18424.0,2015-04-02,18397.0,6.0,0.2004375,3692.8605
7803,906821.0,SS-010371-PV1,ENGINEER RD,MERCURY ST,KEARNY MESA RD,8200.0,8398.0,8201.0,8399.0,92111.0,50.0,907.8343,AC Improved,CL 2 LANE SUB-COLLECTOR,Kearny Mesa,40.11,Poor,ENGINEER RD,MERCURY ST,KEARNY MESA RD,ENGINEER RD|KEARNY MESA RD|MERCURY ST,4635.0,2016-09-22,5049.6,5.0,0.1719383143939394,796.934087215909
21453,920687.0,SS-023053-PV1,REO DR,BOLIVAR ST,POTOMAC ST,2121.0,2199.0,2120.0,2198.0,92139.0,28.0,284.8718,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Skyline-Paradise Hills,19.55,Serious,REO DR,BOLIVAR ST,POTOMAC ST,REO DR|BOLIVAR ST|POTOMAC ST,6635.0,2010-07-14,6635.0,1.0,0.053952992424242424,357.9781047348485
18224,918427.0,SS-023579-PV1,ROSECRANS ST,BESSEMER ST,TALBOT ST,900.0,998.0,901.0,999.0,92106.0,50.0,654.7737,AC Improved,CL 2 LANE COLLECTOR WITH 2 WAY LEFT TURN,Peninsula,73.57,Satisfactory,ROSECRANS ST,BESSEMER ST,TALBOT ST,ROSECRANS ST|BESSEMER ST|TALBOT ST,12010.0,2022-06-21,14548.42857142857,7.0,0.12401017045454545,1489.362147159091
7086,906244.0,SS-007096-PV1,CHESAPEAKE DR,FARNHAM ST,CLAIREMONT MESA BL,9650.0,9698.0,9651.0,9699.0,92123.0,50.0,467.0,AC Improved,CL 2 LANE SUB-COLLECTOR,Kearny Mesa,24.71,Serious,CHESAPEAKE DR,FARNHAM ST,CLAIREMONT MESA BL,CHESAPEAKE DR|CLAIREMONT MESA BL|FARNHAM ST,4896.0,2017-11-29,4880.0,4.0,0.08844696969696969,433.0363636363636
22697,912003.0,SS-013803-PV1,HOWARD (SB) AV,IRIS AV,VILLAGE PINE DR,1501.0,1539.0,1500.0,1538.0,92173.0,34.0,236.0002,AC Improved,CL 2 LANE SUB-COLLECTOR,Otay Mesa-Nestor,,,HOWARD AVE,IRIS AVE,VILLAGE PINE DR,HOWARD AVE|IRIS AVE|VILLAGE PINE DR,1110.0,2005-02-10,1110.0,1.0,0.04469700757575758,49.61367840909091
9598,908243.0,SS-016877-PV1,LORING ST,MISSION BL,BAYARD ST,800.0,898.0,801.0,899.0,92109.0,52.0,582.1101,AC Improved,CL 2 LANE COLLECTOR,Pacific Beach,57.01,Fair,LORING ST,MISSION BL,BAYARD ST,LORING ST|BAYARD ST|MISSION BL,4703.0,2015-07-02,4544.8,5.0,0.110248125,518.496931875
28888,914496.0,SS-004480-PV1,BLUFFSIDE AV,PACIFICA DR,MISSION BAY DR,2600.0,2798.0,2601.0,2799.0,92109.0,40.0,808.7457,AC Improved,CL 2 LANE SUB-COLLECTOR,Pacific Beach,80.37,Satisfactory,BLUFFSIDE AVE,PACIFICA DR,MISSION BAY DR,BLUFFSIDE AVE|MISSION BAY DR|PACIFICA DR,12803.0,2014-03-18,13374.0,2.0,0.1531715340909091,1961.0551509659094
13200,927615.0,SS-016509-PV1,LINDA VISTA RD,MORENA BL,NAPA ST,5100.0,5198.0,5101.0,5199.0,92110.0,66.0,512.536,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Linda Vista,29.12,Very Poor,LINDA VISTA RD,MORENA BL,NAPA ST,LINDA VISTA RD|MORENA BL|NAPA ST,21944.0,2016-11-09,20961.25,4.0,0.09707121212121211,2130.1306787878784
17673,918216.0,SS-023571-PV1,ROSECRANS ST,EMERSON ST,FENELON ST,1350.0,1398.0,1351.0,1399.0,92106.0,80.0,269.2006,AC Improved,CL 4 LN COLLECTOR WITH 2 WY LEFT TURN LN,Peninsula,19.01,Serious,ROSECRANS ST,EMERSON ST,FENELON ST,ROSECRANS ST|EMERSON ST|FENELON ST,27321.0,2022-08-16,31977.0,7.0,0.050984962121212125,1392.9601501136365
